nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
Puskesmas Kebomas,puskesmas,"3,9",,,,(031) 3985880,,,,https://www.google.com/maps/place/Puskesmas+Kebomas/data=!4m7!3m6!1s0x2dd8006bfb6daef1:0x768fdddd4af1e527!8m2!3d-7.1672522!4d112.6385151!16s%2Fg%2F11b6gdjgft!19sChIJ8a5t-2sA2C0RJ-XxSt3dj3Y?authuser=0&hl=id&rclk=1,2026-07-17 14:17
Puskesmas Gending,puskesmas,"4,6",,,,0813-3437-3472,http://pkm-gending-dinkes.gresikkab.go.id/,,,https://www.google.com/maps/place/Puskesmas+Gending/data=!4m7!3m6!1s0x2dd800235d74a9e1:0x12fc799e461ab632!8m2!3d-7.1826612!4d112.6492227!16s%2Fg%2F1hm4vll3k!19sChIJ4al0XSMA2C0RMrYaRp55_BI?authuser=0&hl=id&rclk=1,2026-07-17 14:17
Puskesmas Alun-Alun,puskesmas,"3,9",,,,(031) 35946365,http://pkm-alunalun-dinkes.gresikkab.go.id/,,,https://www.google.com/maps/place/Puskesmas+Alun-Alun/data=!4m7!3m6!1s0x2dd8005a7980e2f3:0x922add8d073f8ffe!8m2!3d-7.1584899!4d112.6551531!16s%2Fg%2F1hm2n2dtm!19sChIJ8-KAeVoA2C0R_o8_B43dKpI?authuser=0&hl=id&rclk=1,2026-07-17 14:17
Puskesmas Nelayan,puskesmas,"3,9",,,,(031) 3983036,,,,https://www.google.com/maps/place/Puskesmas+Nelayan/data=!4m7!3m6!1s0x2dd8005f7cfdc7f7:0x819c1d41785e7594!8m2!3d-7.1504994!4d112.6474392!16s%2Fg%2F1hm3frbdh!19sChIJ98f9fF8A2C0RlHVeeEEdnIE?authuser=0&hl=id&rclk=1,2026-07-17 14:17
Puskesmas Industri,puskesmas,"4,5",,,,(031) 3985877,,,,https://www.google.com/maps/place/Puskesmas+Industri/data=!4m7!3m6!1s0x2dd80042ffee7195:0x293706f0837ae9d3!8m2!3d-7.163722!4d112.646615!16s%2Fg%2F1hm3z1hd8!19sChIJlXHu_0IA2C0R0-l6g_AGNyk?authuser=0&hl=id&rclk=1,2026-07-17 14:17
Puskesmas Sukomulyo,puskesmas,"4,4",,,,0811-3400-433,https://linktr.ee/sukomulyocare,,,https://www.google.com/maps/place/Puskesmas+Sukomulyo/data=!4m7!3m6!1s0x2e77fe2628e6a485:0xb02ba492e4dca0a!8m2!3d-7.1424704!4d112.6163593!16s%2Fg%2F1pzpm733r!19sChIJhaTmKCb-dy4RCspNLkm6Ags?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Puskesmas Manyar,puskesmas,"4,6",,,,(031) 3950604,,,,https://www.google.com/maps/place/Puskesmas+Manyar/data=!4m7!3m6!1s0x2e77fe1026949fc9:0x12dd0f672785f505!8m2!3d-7.1234618!4d112.6058903!16s%2Fg%2F11bw15118c!19sChIJyZ-UJhD-dy4RBfWFJ2cP3RI?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Puskesmas Kembangan Sekaren,puskesmas,,,,,(0322) 313017,,,,https://www.google.com/maps/place/Puskesmas+Kembangan+Sekaren/data=!4m7!3m6!1s0x2e77ffc3aa9e2c35:0x810001d1aa90de0a!8m2!3d-7.1709044!4d112.6049932!16s%2Fg%2F1pzpkw4nr!19sChIJNSyeqsP_dy4RCt6QqtEBAIE?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Puskesmas Pembantu Yosowilangun,puskesmas,,,,,,,,,https://www.google.com/maps/place/Puskesmas+Pembantu+Yosowilangun/data=!4m7!3m6!1s0x2e77ffa6d1ad6e61:0x54b22802d252026a!8m2!3d-7.156485!4d112.6123838!16s%2Fg%2F11j5zp82mv!19sChIJYW6t0ab_dy4RagJS0gIoslQ?authuser=0&hl=id&rclk=1,2026-07-17 14:18
KLINIK CIPTA MEDIKA KEDANYANG,puskesmas,"4,3",,,,(031) 3973095,http://ciptamedika.co.id/,,,https://www.google.com/maps/place/KLINIK+CIPTA+MEDIKA+KEDANYANG/data=!4m7!3m6!1s0x2e77fffc5b8ba5e1:0x5a0750f86495dd6e!8m2!3d-7.1858811!4d112.6157827!16s%2Fg%2F11b6wpgd25!19sChIJ4aWLW_z_dy4Rbt2VZPhQB1o?authuser=0&hl=id&rclk=1,2026-07-17 14:18
PUSKESMAS BUKIT JAYA,puskesmas,,,,,0821-4550-8358,,,,https://www.google.com/maps/place/PUSKESMAS+BUKIT+JAYA/data=!4m7!3m6!1s0x2dd80117a07aafed:0xaea103076ad3a615!8m2!3d-7.1713572!4d112.6213548!16s%2Fg%2F11ks6k9l4g!19sChIJ7a96oBcB2C0RFabTagcDoa4?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Puskesmas Pembantu Randu Agung,puskesmas,,,,,,,,,https://www.google.com/maps/place/Puskesmas+Pembantu+Randu+Agung/data=!4m7!3m6!1s0x2dd80079cf8eae8f:0x19d3e1ebd855423!8m2!3d-7.1617143!4d112.6235647!16s%2Fg%2F11f55nsq4g!19sChIJj66Oz3kA2C0RI1SFvR4-nQE?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Puskesmas Pembantu Pongangan,puskesmas,"5,0",,,,(031) 3975480,,,,https://www.google.com/maps/place/Puskesmas+Pembantu+Pongangan/data=!4m7!3m6!1s0x2e77fe3a95356331:0x79b98c86957e9074!8m2!3d-7.1420992!4d112.6063307!16s%2Fg%2F11b6sysddd!19sChIJMWM1lTr-dy4RdJB-lYaMuXk?authuser=0&hl=id&rclk=1,2026-07-17 14:18
PUSKEMAS PEMBANTU KEDANYANG,puskesmas,"4,1",,,,,,,,https://www.google.com/maps/place/PUSKEMAS+PEMBANTU+KEDANYANG/data=!4m7!3m6!1s0x2e77ffe5458612b9:0xfeac214b019e3d83!8m2!3d-7.1826863!4d112.6089836!16s%2Fg%2F11c2nj2vvx!19sChIJuRKGReX_dy4Rgz2eAUshrP4?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Puskesmas Pembantu Singosari,puskesmas,"5,0",,,,,,,,https://www.google.com/maps/place/Puskesmas+Pembantu+Singosari/data=!4m7!3m6!1s0x2dd800378b11bbf7:0xb198b3c2fa5e180a!8m2!3d-7.1720959!4d112.6559171!16s%2Fg%2F1hm4yt3f0!19sChIJ97sRizcA2C0RChhe-sKzmLE?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Puskesmas Pembantu Ngargosari,puskesmas,,,,,,,,,https://www.google.com/maps/place/Puskesmas+Pembantu+Ngargosari/data=!4m7!3m6!1s0x2dd8006cb5099b25:0xd7cd96725ea359d3!8m2!3d-7.1717109!4d112.636433!16s%2Fg%2F11bychm3_m!19sChIJJZsJtWwA2C0R01mjXnKWzdc?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Ponkesdes Suci,puskesmas,"4,3",,,,(031) 3954424,,,,https://www.google.com/maps/place/Ponkesdes+Suci/data=!4m7!3m6!1s0x2e77fe30d57185e5:0xe7a19b53069e7560!8m2!3d-7.14589!4d112.602135!16s%2Fg%2F11b6syt1ws!19sChIJ5YVx1TD-dy4RYHWeBlOboec?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Klinik PPK I PT Petrokimia Gresik,puskesmas,"4,3",,,,0813-3653-9994,https://www.instagram.com/klinik_petrokimiagresik?igsh=MXhoNjlwZG56cXB4OA==,,,https://www.google.com/maps/place/Klinik+PPK+I+PT+Petrokimia+Gresik/data=!4m7!3m6!1s0x2dd800676eecf2c9:0x2fd40ae4f44e1808!8m2!3d-7.1580445!4d112.6416154!16s%2Fg%2F11g6nktgq_!19sChIJyfLsbmcA2C0RCBhO9OQK1C8?authuser=0&hl=id&rclk=1,2026-07-17 14:18
SATPAS SIM Gresik,puskesmas,"4,8",,,,,,,,https://www.google.com/maps/place/SATPAS+SIM+Gresik/data=!4m7!3m6!1s0x2dd80079d0d434b7:0x9f6c64db8f7a69ae!8m2!3d-7.1619562!4d112.6235718!16s%2Fg%2F11cjh_710s!19sChIJtzTU0HkA2C0Rrml6j9tkbJ8?authuser=0&hl=id&rclk=1,2026-07-17 14:18
Klinik Satelit Kalimantan,puskesmas,"4,1",,,,0822-2667-4040,http://www.rspetrokimiagresik.com/,,,https://www.google.com/maps/place/Klinik+Satelit+Kalimantan/data=!4m7!3m6!1s0x2e77fe272a9d31e3:0xaee337c68e4ea400!8m2!3d-7.137846!4d112.6167968!16s%2Fg%2F11b6gddv0c!19sChIJ4zGdKif-dy4RAKROjsY3464?authuser=0&hl=id&rclk=1,2026-07-17 14:18
GKB (Gresik Kota Baru),puskesmas,"4,7",1795,,,,,,,https://www.google.com/maps/place/GKB+%28Gresik+Kota+Baru%29/data=!4m7!3m6!1s0x2e77ffd05d8aa607:0x2679a9e34768c0fe!8m2!3d-7.1595358!4d112.618502!16s%2Fg%2F11mjg9x030!19sChIJB6aKXdD_dy4R_sBoR-OpeSY?authuser=0&hl=id&rclk=1,2026-07-17 14:19
Rumah Sakit Umum Rachmi Dewi,puskesmas,"4,4",388,,,(031) 3957448,http://www.rsurachmidewi.com/,,,https://www.google.com/maps/place/Rumah+Sakit+Umum+Rachmi+Dewi/data=!4m7!3m6!1s0x2e77fe2c8f6557d5:0xe7ae6ed0f11d5a5f!8m2!3d-7.150841!4d112.613114!16s%2Fg%2F11b6hxx1y8!19sChIJ1Vdljyz-dy4RX1od8dBuruc?authuser=0&hl=id&rclk=1,2026-07-17 14:19
Klinik Nayaka Husada Sidomoro,puskesmas,"4,3",144,,,(031) 3978551,https://nayakaerahusada.com/,,,https://www.google.com/maps/place/Klinik+Nayaka+Husada+Sidomoro/data=!4m7!3m6!1s0x2dd80041fb08f6ef:0x3772c77a6b7a0a98!8m2!3d-7.1668294!4d112.6442822!16s%2Fg%2F1pzy67xyv!19sChIJ7_YI-0EA2C0RmAp6a3rHcjc?authuser=0&hl=id&rclk=1,2026-07-17 14:19
RSU Denisa Gresik,puskesmas,"4,8",1338,,,(031) 3950552,https://linktr.ee/RSDenisaGresik,,,https://www.google.com/maps/place/RSU+Denisa+Gresik/data=!4m7!3m6!1s0x2e77ffc73dd7938d:0xb948dfd915f81a36!8m2!3d-7.167659!4d112.597896!16s%2Fg%2F1hm41q_wb!19sChIJjZPXPcf_dy4RNhr4FdnfSLk?authuser=0&hl=id&rclk=1,2026-07-17 14:19
"UGD, Puskesmas Alun alun Gresik",puskesmas,"3,3",4,,,,,,,"https://www.google.com/maps/place/UGD,+Puskesmas+Alun+alun+Gresik/data=!4m7!3m6!1s0x2dd8005a8730d033:0xed2c61ac2fec6bcd!8m2!3d-7.1583967!4d112.6552112!16s%2Fg%2F11vj339zq0!19sChIJM9Awh1oA2C0RzWvsL6xhLO0?authuser=0&hl=id&rclk=1",2026-07-17 14:19
