nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
Apotek K-24 GKB Sumatera Gresik,apotek,"4,8",,,,0851-3603-9646,https://www.apotek-k24.com/location/detail/834/K-24-GKB-SUMATERA,,,https://www.google.com/maps/place/Apotek+K-24+GKB+Sumatera+Gresik/data=!4m7!3m6!1s0x2e77ff58fa7047b7:0xafd416d62946fdc3!8m2!3d-7.1565083!4d112.6155361!16s%2Fg%2F11rvb_96kp!19sChIJt0dw-lj_dy4Rw_1GKdYW1K8?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotek K-24 Giri Gresik,apotek,"4,8",,,,0851-3606-1958,https://www.apotek-k24.com/location/detail/770/K-24-GIRI,,,https://www.google.com/maps/place/Apotek+K-24+Giri+Gresik/data=!4m7!3m6!1s0x2dd8010393d4444b:0xd926d28f6353079d!8m2!3d-7.1710228!4d112.6292627!16s%2Fg%2F11n5cw9w99!19sChIJS0TUkwMB2C0RnQdTY4_SJtk?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotek Kimia Farma GKB Gresik,apotek,"4,7",,,,0857-3350-1540,http://kimiafarmaapotek.co.id/,,,https://www.google.com/maps/place/Apotek+Kimia+Farma+GKB+Gresik/data=!4m7!3m6!1s0x2e77ffd46bc7f759:0x5cb7a47beac24652!8m2!3d-7.1563159!4d112.6151768!16s%2Fg%2F11c6f5prj_!19sChIJWffHa9T_dy4RUkbC6nukt1w?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotek ini farma,apotek,"5,0",,,,,,,,https://www.google.com/maps/place/Apotek+ini+farma/data=!4m7!3m6!1s0x2e77ff005b3be103:0xa8014c46b3ea4eb7!8m2!3d-7.1740876!4d112.6046822!16s%2Fg%2F11yrhv1zh2!19sChIJA-E7WwD_dy4Rt07qs0ZMAag?authuser=0&hl=id&rclk=1,2026-07-17 15:19
APOTEK JAYAMAHE,apotek,"4,3",,,,0822-4528-6556,,,,https://www.google.com/maps/place/APOTEK+JAYAMAHE/data=!4m7!3m6!1s0x2e77ffe6e0253f25:0x2c435a46bcaaa6e9!8m2!3d-7.1754923!4d112.6122331!16s%2Fg%2F11bzr8c52y!19sChIJJT8l4Ob_dy4R6aaqvEZaQyw?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotik Mida Farma,apotek,"3,8",,,,0857-2174-5801,,,,https://www.google.com/maps/place/Apotik+Mida+Farma/data=!4m7!3m6!1s0x2e77ffd4b25a2e0d:0x9c2b9ed29cb7c118!8m2!3d-7.1530357!4d112.6147543!16s%2Fg%2F11b6gfk4s7!19sChIJDS5astT_dy4RGMG3nNKeK5w?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotek Brotonegoro,apotek,"4,5",,,,,,,,https://www.google.com/maps/place/Apotek+Brotonegoro/data=!4m7!3m6!1s0x2e77ffad1433c66f:0x9a8db9f271544595!8m2!3d-7.1471705!4d112.6129105!16s%2Fg%2F11qnvlh9mk!19sChIJb8YzFK3_dy4RlUVUcfK5jZo?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotek K-24 Panglima Sudirman Gresik,apotek,"4,3",,,,0852-3351-7083,https://www.apotek-k24.com/location,,,https://www.google.com/maps/place/Apotek+K-24+Panglima+Sudirman+Gresik/data=!4m7!3m6!1s0x2dd80047bf6ef0b5:0xd1aedbab1eb6b6b9!8m2!3d-7.1693109!4d112.6540433!16s%2Fg%2F1hm38k05y!19sChIJtfBuv0cA2C0Ruba2HqvbrtE?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Distributor resmi Garcia,apotek,"4,9",,,,,,,,https://www.google.com/maps/place/Distributor+resmi+Garcia/data=!4m7!3m6!1s0x2e77ff7d4e04cbab:0x461b47b26c89e475!8m2!3d-7.1641497!4d112.6133647!16s%2Fg%2F11j1l_2rz9!19sChIJq8sETn3_dy4RdeSJbLJHG0Y?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotek Baskara,apotek,"5,0",,,,0822-2929-0227,,,,https://www.google.com/maps/place/Apotek+Baskara/data=!4m7!3m6!1s0x2e77ffe2a1600c3b:0xc617dd495d2d8fda!8m2!3d-7.1481912!4d112.6172394!16s%2Fg%2F11ynkbl1ty!19sChIJOwxgoeL_dy4R2o8tXUndF8Y?authuser=0&hl=id&rclk=1,2026-07-17 15:19
Apotek K-24 Dr Sutomo Gresik,apotek,"4,3",,,,0813-5755-1185,,,,https://www.google.com/maps/place/Apotek+K-24+Dr+Sutomo+Gresik/data=!4m7!3m6!1s0x2dd80162317a9279:0x46557ab7312c309f!8m2!3d-7.1643389!4d112.6418765!16s%2Fg%2F11h4b9fctq!19sChIJeZJ6MWIB2C0RnzAsMbd6VUY?authuser=0&hl=id&rclk=1,2026-07-17 15:20
APOTEK KEDANYANG FARMA(BARU),apotek,"4,7",,,,0821-4051-0915,,,,https://www.google.com/maps/place/APOTEK+KEDANYANG+FARMA%28BARU%29/data=!4m7!3m6!1s0x2e77fff99dc8816b:0xe0af28fbfa90c84d!8m2!3d-7.1858723!4d112.6139358!16s%2Fg%2F11rqvkxwxc!19sChIJa4HInfn_dy4RTciQ-vsor-A?authuser=0&hl=id&rclk=1,2026-07-17 15:20
Apotek K24 PPS,apotek,"4,8",,,,(031) 39921024,,,,https://www.google.com/maps/place/Apotek+K24+PPS/data=!4m7!3m6!1s0x2e77ff0365a5b41b:0xfedbbcc4cc47c182!8m2!3d-7.1519759!4d112.5968462!16s%2Fg%2F11h127cs2t!19sChIJG7SlZQP_dy4RgsFHzMS82_4?authuser=0&hl=id&rclk=1,2026-07-17 15:20
Mida Farma,apotek,"3,9",,,,(031) 3951258,,,,https://www.google.com/maps/place/Mida+Farma/data=!4m7!3m6!1s0x2e77ffc6c3a95247:0x20da0a6e42938f4c!8m2!3d-7.1672624!4d112.6001443!16s%2Fg%2F1hm4_0614!19sChIJR1Kpw8b_dy4RTI-TQm4K2iA?authuser=0&hl=id&rclk=1,2026-07-17 15:20
"APOTEK SALSABILA FARMA, KEDANYANG",apotek,"5,0",,,,0812-4971-3192,,,,"https://www.google.com/maps/place/APOTEK+SALSABILA+FARMA,+KEDANYANG/data=!4m7!3m6!1s0x2e77ff1b072e3e61:0x2a29e0e5bc62686f!8m2!3d-7.1802219!4d112.6101141!16s%2Fg%2F11lccyws8s!19sChIJYT4uBxv_dy4Rb2hivOXgKSo?authuser=0&hl=id&rclk=1",2026-07-17 15:20
Apotek Hidayah Suci,apotek,"4,9",,,,0813-5853-8679,,,,https://www.google.com/maps/place/Apotek+Hidayah+Suci/data=!4m7!3m6!1s0x2e77ff957092c9ab:0xa39d6643a0ad7c41!8m2!3d-7.1488357!4d112.6022198!16s%2Fg%2F11swh2bcnv!19sChIJq8mScJX_dy4RQXytoENmnaM?authuser=0&hl=id&rclk=1,2026-07-17 15:20
Mida Farma III Apotik,apotek,"4,5",,,,(031) 3973672,,,,https://www.google.com/maps/place/Mida+Farma+III+Apotik/data=!4m7!3m6!1s0x2dd80041aea1a483:0x2b2112dd1b8956d4!8m2!3d-7.1662611!4d112.6398974!16s%2Fg%2F11b6dgf1y_!19sChIJg6ShrkEA2C0R1FaJG90SISs?authuser=0&hl=id&rclk=1,2026-07-17 15:20
"Toko Obat ""Mitra Sehat""",apotek,"5,0",,,,,,,,https://www.google.com/maps/place/Toko+Obat+%22Mitra+Sehat%22/data=!4m7!3m6!1s0x2e77ffdf1253a225:0x247e2c0d90db4ee4!8m2!3d-7.1694639!4d112.61816!16s%2Fg%2F11hb9pq_p4!19sChIJJaJTEt__dy4R5E7bkA0sfiQ?authuser=0&hl=id&rclk=1,2026-07-17 15:20
APOTEK LEANDRA,apotek,"4,1",,,,0878-4188-3136,,,,https://www.google.com/maps/place/APOTEK+LEANDRA/data=!4m7!3m6!1s0x2e77fe3514955739:0x707096139bf6cf67!8m2!3d-7.150582!4d112.597191!16s%2Fg%2F1pzs_9g_4!19sChIJOVeVFDX-dy4RZ8_2mxOWcHA?authuser=0&hl=id&rclk=1,2026-07-17 15:20
