nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
Upt Sd Negeri 24 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/Upt+Sd+Negeri+24+Gresik/data=!4m7!3m6!1s0x2e77ffdf4f2141f3:0x6c5ebbbeffae22d4!8m2!3d-7.1673106!4d112.6144356!16s%2Fg%2F11rpv8rs3q!19sChIJ80EhT9__dy4R1CKu_767Xmw?authuser=0&hl=id&rclk=1,2026-07-17 14:23
Upt Sd Negeri 27 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/Upt+Sd+Negeri+27+Gresik/data=!4m7!3m6!1s0x2dd80070a57a55b1:0x7da114b67e4076e0!8m2!3d-7.1591552!4d112.6230555!16s%2Fg%2F11p068xcw2!19sChIJsVV6pXAA2C0R4HZAfrYUoX0?authuser=0&hl=id&rclk=1,2026-07-17 14:23
SD NEGERI 35 GRESIK,sekolah_dasar,,,,,0852-5730-5493,,,,https://www.google.com/maps/place/SD+NEGERI+35+GRESIK/data=!4m7!3m6!1s0x2dd80030b5f217c9:0x4fbd22d16b59190!8m2!3d-7.1759653!4d112.6569019!16s%2Fg%2F1hm30m356!19sChIJyRfytTAA2C0RkJG1Fi3S-wQ?authuser=0&hl=id&rclk=1,2026-07-17 14:23
UPT SD Negeri 30 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/UPT+SD+Negeri+30+Gresik/data=!4m7!3m6!1s0x2dd801a3b58f9d6d:0xac90e6010b614c66!8m2!3d-7.1598829!4d112.6284401!16s%2Fg%2F11q28myqr4!19sChIJbZ2PtaMB2C0RZkxhCwHmkKw?authuser=0&hl=id&rclk=1,2026-07-17 14:24
UPT SD Negeri 21 Gresik (SDN Kawisanyar),sekolah_dasar,,,,,(031) 3982840,,,,https://www.google.com/maps/place/UPT+SD+Negeri+21+Gresik+%28SDN+Kawisanyar%29/data=!4m7!3m6!1s0x2dd8006b97892e9f:0x8ef8f912128bf958!8m2!3d-7.1684803!4d112.6390585!16s%2Fg%2F11b6ghl6ny!19sChIJny6Jl2sA2C0RWPmLEhL5-I4?authuser=0&hl=id&rclk=1,2026-07-17 14:24
SD Negeri 2 Sukomulyo GKB,sekolah_dasar,,,,,(031) 3957707,,,,https://www.google.com/maps/place/SD+Negeri+2+Sukomulyo+GKB/data=!4m7!3m6!1s0x2e77fe28ca49cba1:0x6a1fd53b87d8d9a6!8m2!3d-7.14441!4d112.6141401!16s%2Fg%2F1hm2bsx48!19sChIJoctJyij-dy4RptnYhzvVH2o?authuser=0&hl=id&rclk=1,2026-07-17 14:24
UPT SDN 29 Randuagung Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/UPT+SDN+29+Randuagung+Gresik/data=!4m7!3m6!1s0x2dd801c01e2b931d:0x6aa06a8be487720e!8m2!3d-7.1605817!4d112.6233626!16s%2Fg%2F11kqlmyxtl!19sChIJHZMrHsAB2C0RDnKH5ItqoGo?authuser=0&hl=id&rclk=1,2026-07-17 14:24
UPT SD NEGERI 6 GRESIK,sekolah_dasar,,,,,(031) 3988074,http://sidokumpul2.blogspot.co.id/,,,https://www.google.com/maps/place/UPT+SD+NEGERI+6+GRESIK/data=!4m7!3m6!1s0x2dd800456ea975a7:0x67967fd6f6399c14!8m2!3d-7.1622644!4d112.6544475!16s%2Fg%2F1hc4hbn24!19sChIJp3WpbkUA2C0RFJw59tZ_lmc?authuser=0&hl=id&rclk=1,2026-07-17 14:24
UPT SDN 43 Gresik,sekolah_dasar,,,,,0822-3314-4314,https://sdn43gresik.sch.id/,,,https://www.google.com/maps/place/UPT+SDN+43+Gresik/data=!4m7!3m6!1s0x2e77fe251d0d19ed:0x6c0e4e53612b14d9!8m2!3d-7.1405639!4d112.6101263!16s%2Fg%2F1hm2l84c5!19sChIJ7RkNHSX-dy4R2RQrYVNODmw?authuser=0&hl=id&rclk=1,2026-07-17 14:24
UPT SD NEGERI 28 GRESIK,sekolah_dasar,"5,0",,,,,,,,https://www.google.com/maps/place/UPT+SD+NEGERI+28+GRESIK/data=!4m7!3m6!1s0x2dd8010e895aaf6d:0x8cfd838f3008d2e7!8m2!3d-7.1640183!4d112.6276557!16s%2Fg%2F11vpwck82l!19sChIJba9aiQ4B2C0R59IIMI-D_Yw?authuser=0&hl=id&rclk=1,2026-07-17 14:24
UPT SD Negeri 17 Gresik,sekolah_dasar,"5,0",,,,,,,,https://www.google.com/maps/place/UPT+SD+Negeri+17+Gresik/data=!4m7!3m6!1s0x2dd800239e332bb7:0xac76e1db7dea934f!8m2!3d-7.181487!4d112.6461852!16s%2Fg%2F11sgzwvj9_!19sChIJtyszniMA2C0RT5Pqfdvhdqw?authuser=0&hl=id&rclk=1,2026-07-17 14:24
Upt Sd Negeri 16 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/Upt+Sd+Negeri+16+Gresik/data=!4m7!3m6!1s0x2e77ffb4249fdfdd:0x60100e412f6ca4d0!8m2!3d-7.1580424!4d112.5927226!16s%2Fg%2F11q2ykj3ty!19sChIJ3d-fJLT_dy4R0KRsL0EOEGA?authuser=0&hl=id&rclk=1,2026-07-17 14:24
Upt Sd Negeri 1 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/Upt+Sd+Negeri+1+Gresik/data=!4m7!3m6!1s0x2dd8005728de0bef:0x75bbd62cd402a569!8m2!3d-7.1551147!4d112.6583167!16s%2Fg%2F11p068z3fl!19sChIJ7wveKFcA2C0RaaUC1CzWu3U?authuser=0&hl=id&rclk=1,2026-07-17 14:24
Upt Sd Negeri 7 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/Upt+Sd+Negeri+7+Gresik/data=!4m7!3m6!1s0x2dd8005ae2f068f7:0x17d149bb5daa917b!8m2!3d-7.1608078!4d112.6528534!16s%2Fg%2F11nnv_b_5y!19sChIJ92jw4loA2C0Re5GqXbtJ0Rc?authuser=0&hl=id&rclk=1,2026-07-17 14:24
SD Negeri 4 Randuagung,sekolah_dasar,,,,,(031) 3987077,,,,https://www.google.com/maps/place/SD+Negeri+4+Randuagung/data=!4m7!3m6!1s0x2dd8007a5480db8f:0x93ace2c887a5b44e!8m2!3d-7.1598813!4d112.6284349!16s%2Fg%2F1pzvrmvww!19sChIJj9uAVHoA2C0RTrSlh8jirJM?authuser=0&hl=id&rclk=1,2026-07-17 14:24
SDN 2 Randuagung Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/SDN+2+Randuagung+Gresik/data=!4m7!3m6!1s0x2dd80070b923155b:0x433df8d2a5e82ed9!8m2!3d-7.1640267!4d112.6276772!16s%2Fg%2F1hm4mwfb_!19sChIJWxUjuXAA2C0R2S7opdL4PUM?authuser=0&hl=id&rclk=1,2026-07-17 14:24
Upt Sd Negeri 15 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/Upt+Sd+Negeri+15+Gresik/data=!4m7!3m6!1s0x2dd800f50e10cd77:0xb2fe62c2180d1457!8m2!3d-7.1516762!4d112.6452591!16s%2Fg%2F11rkdtwwrg!19sChIJd80QDvUA2C0RVxQNGMJi_rI?authuser=0&hl=id&rclk=1,2026-07-17 14:24
UPT SD NEGERI 32 GRESIK,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/UPT+SD+NEGERI+32+GRESIK/data=!4m7!3m6!1s0x2dd801a4fbfc8673:0x3562e3da75338305!8m2!3d-7.1691948!4d112.652909!16s%2Fg%2F11j94s6_pj!19sChIJc4b8-6QB2C0RBYMzddrjYjU?authuser=0&hl=id&rclk=1,2026-07-17 14:24
SD Negeri Sidorukun ( UPT SD Negeri 11 Gresik ),sekolah_dasar,,,,,(031) 3973090,,,,https://www.google.com/maps/place/SD+Negeri+Sidorukun+%28+UPT+SD+Negeri+11+Gresik+%29/data=!4m7!3m6!1s0x2dd80034306546c3:0x666a12c35ed204cd!8m2!3d-7.1731118!4d112.662627!16s%2Fg%2F1hm22c_w5!19sChIJw0ZlMDQA2C0RzQTSXsMSamY?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SD NEGERI 47 GRESIK,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/UPT+SD+NEGERI+47+GRESIK/data=!4m7!3m6!1s0x2e77ff950ffc123b:0x8ad92ef9c6f9cb8c!8m2!3d-7.1438032!4d112.6026151!16s%2Fg%2F11pcn18zy7!19sChIJOxL8D5X_dy4RjMv5xvku2Yo?authuser=0&hl=id&rclk=1,2026-07-17 14:25
SD Nahdlatul Ulama - 1 Trate Gresik,sekolah_dasar,,,,,(031) 3985616,http://www.sdnu1gresik.sch.id/,,,https://www.google.com/maps/place/SD+Nahdlatul+Ulama+-+1+Trate+Gresik/data=!4m7!3m6!1s0x2dd8005bdf38bff7:0xefcaabb81659dcc4!8m2!3d-7.1558329!4d112.6515435!16s%2Fg%2F11b6dpb1ct!19sChIJ978431sA2C0RxNxZFriryu8?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SDN 23 Gresik Kedanyang,sekolah_dasar,,,,,(031) 3977212,,,,https://www.google.com/maps/place/UPT+SDN+23+Gresik+Kedanyang/data=!4m7!3m6!1s0x2e77ffe551d8e3d5:0xc89a119a97e33278!8m2!3d-7.1829285!4d112.6087877!16s%2Fg%2F1hm2lr2vx!19sChIJ1ePYUeX_dy4ReDLjl5oRmsg?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SD Negeri 4 Petrokimia Gresik,sekolah_dasar,,,,,0851-8316-5170,https://uptsdn4petrokimiagresik.sch.id/,,,https://www.google.com/maps/place/UPT+SD+Negeri+4+Petrokimia+Gresik/data=!4m7!3m6!1s0x2dd8005d7fe876f3:0xfdee1db9ad699c82!8m2!3d-7.1586023!4d112.6439703!16s%2Fg%2F1hm6k69wn!19sChIJ83bof10A2C0Rgpxprbkd7v0?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SD NEGERI 12 GRESIK,sekolah_dasar,,,,,(031) 3978933,,,,https://www.google.com/maps/place/UPT+SD+NEGERI+12+GRESIK/data=!4m7!3m6!1s0x2dd8005c94175e5d:0xd65aa82f1120341a!8m2!3d-7.15972!4d112.648765!16s%2Fg%2F11b6dxt3xg!19sChIJXV4XlFwA2C0RGjQgES-oWtY?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SDN 25 GRESIK,sekolah_dasar,,,,,,https://sites.google.com/guru.sd.belajar.id/uptsdn25gresik/beranda,,,https://www.google.com/maps/place/UPT+SDN+25+GRESIK/data=!4m7!3m6!1s0x2dd8016b99ea9e6d:0x471c98a29f8248cb!8m2!3d-7.1712874!4d112.6279137!16s%2Fg%2F11tsjhrq2y!19sChIJbZ7qmWsB2C0Ry0iCn6KYHEc?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SD Negeri 3 Gresik,sekolah_dasar,,,,,,https://www.uptsdn3gresik.sch.id/,,,https://www.google.com/maps/place/UPT+SD+Negeri+3+Gresik/data=!4m7!3m6!1s0x2dd800f5878ec64b:0x82e8080a00a644f5!8m2!3d-7.1510922!4d112.6472867!16s%2Fg%2F11pyt4mmz2!19sChIJS8aOh_UA2C0R9USmAAoI6II?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SD NEGERI 48 GRESIK (ex SDN SUKOMULYO 1),sekolah_dasar,,,,,0828-3902-153,,,,https://www.google.com/maps/place/UPT+SD+NEGERI+48+GRESIK+%28ex+SDN+SUKOMULYO+1%29/data=!4m7!3m6!1s0x2dd8009da46473f9:0x7e38d0698ea89c1c!8m2!3d-7.1391751!4d112.621973!16s%2Fg%2F1hm2m5f4x!19sChIJ-XNkpJ0A2C0RHJyojmnQOH4?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SD NEGERI 49 GRESIK,sekolah_dasar,,,,,,https://www.instagram.com/uptsdn49_gresik?igsh=MXhodGNqZDdpNmZtOA==,,,https://www.google.com/maps/place/UPT+SD+NEGERI+49+GRESIK/data=!4m7!3m6!1s0x2e77ff096c36ef13:0x2b07c4fe96727708!8m2!3d-7.1444057!4d112.6141065!16s%2Fg%2F11h8yjd9z4!19sChIJE-82bAn_dy4RCHdylv7EBys?authuser=0&hl=id&rclk=1,2026-07-17 14:25
UPT SDN 9 Gresik,sekolah_dasar,,,,,,,,,https://www.google.com/maps/place/UPT+SDN+9+Gresik/data=!4m7!3m6!1s0x2dd8018444b4368b:0x31103c4dcb68e7!8m2!3d-7.165832!4d112.649406!16s%2Fg%2F11kqx623_r!19sChIJiza0RIQB2C0R52jLTTwQMQA?authuser=0&hl=id&rclk=1,2026-07-17 14:25
