nama,kategori,rating,jumlah_ulasan,tipe,alamat,telepon,website,latitude,longitude,url_maps,diambil_pada
SPBU Pertamina 54.611.01,spbu,"4,2",,,,(031) 3973776,http://www.pertamina.com/,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.01/data=!4m7!3m6!1s0x2dd8006f953636a5:0xece87222c1314976!8m2!3d-7.1631504!4d112.6332458!16s%2Fg%2F1pzxqcwh5!19sChIJpTY2lW8A2C0RdkkxwSJy6Ow?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU 5361137 REST AREA TOL SURABAYA GRESIK,spbu,"4,1",,,,,http://www.pertamina.com/,,,https://www.google.com/maps/place/SPBU+5361137+REST+AREA+TOL+SURABAYA+GRESIK/data=!4m7!3m6!1s0x2e77ffe35635dda7:0x493363c68f9c9409!8m2!3d-7.1825687!4d112.6139208!16s%2Fg%2F11b8_8vt1z!19sChIJp901VuP_dy4RCZScj8ZjM0k?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU Pertamina 54.611.38 Roomo,spbu,"4,4",,,,0822-3355-9938,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.38+Roomo/data=!4m7!3m6!1s0x2dd8008bd8624621:0xf95379dc9920dd34!8m2!3d-7.1484035!4d112.6378015!16s%2Fg%2F11fxvhyq8p!19sChIJIUZi2IsA2C0RNN0gmdx5U_k?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU Pertamina 54.611.30,spbu,"4,2",,,,0882-1732-3466,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.30/data=!4m7!3m6!1s0x2dd8000742661e5f:0xdc2df4eeba471085!8m2!3d-7.1864861!4d112.6209944!16s%2Fg%2F1pzwfj3fv!19sChIJXx5mQgcA2C0RhRBHuu70Ldw?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU Pertamina 54.611.15,spbu,"4,2",,,,(031) 3979350,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.15/data=!4m7!3m6!1s0x2dd8002106769cc7:0xcc6b62cd23e66e3d!8m2!3d-7.1878026!4d112.6469097!16s%2Fg%2F1hm3jgy4g!19sChIJx5x2BiEA2C0RPW7mI81ia8w?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU Pertamina 54.611.04,spbu,"4,2",,,,(031) 3981481,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.04/data=!4m7!3m6!1s0x2dd800385d0442c3:0xc4dd4c75d305f34f!8m2!3d-7.172542!4d112.653274!16s%2Fg%2F1hm3hqhyf!19sChIJw0IEXTgA2C0RT_MF03VM3cQ?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU Pertamina 54.611.24,spbu,"3,6",,,,(031) 3930129,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.24/data=!4m7!3m6!1s0x2e77fe3ad0b6a8d5:0xcc3884b335f1ea47!8m2!3d-7.1484131!4d112.6022555!16s%2Fg%2F1pzpt2zr1!19sChIJ1ai20Dr-dy4RR-rxNbOEOMw?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU Pertamina 54.611.06,spbu,"4,2",,,,(031) 39936374,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.06/data=!4m7!3m6!1s0x2e77ff2d00afea2b:0xc87ec183ec362231!8m2!3d-7.1685654!4d112.5898218!16s%2Fg%2F11rq8kt7ct!19sChIJK-qvAC3_dy4RMSI27IPBfsg?authuser=0&hl=id&rclk=1,2026-07-17 15:10
SPBU Roomo,spbu,"4,2",,,,,,,,https://www.google.com/maps/place/SPBU+Roomo/data=!4m7!3m6!1s0x2dd8009ca58f2023:0xc11a98c4eaf0bd39!8m2!3d-7.1416665!4d112.6255053!16s%2Fg%2F1hm5f12n7!19sChIJIyCPpZwA2C0ROb3w6sSYGsE?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Pertamina 54.611.35 Manyar,spbu,"4,1",,,,,,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.35+Manyar/data=!4m7!3m6!1s0x2e77fe75261c7359:0x6ae19c1b387848a9!8m2!3d-7.1126518!4d112.5940185!16s%2Fg%2F1hm47zllz!19sChIJWXMcJnX-dy4RqUh4OBuc4Wo?authuser=0&hl=id&rclk=1,2026-07-17 15:11
SPBU Pertamina 54.611.05,spbu,"3,7",,,,(031) 3950922,http://www.pertamina.com/,,,https://www.google.com/maps/place/SPBU+Pertamina+54.611.05/data=!4m7!3m6!1s0x2e77fe219b08e3b5:0xb54884c2db2171ad!8m2!3d-7.1347577!4d112.6148318!16s%2Fg%2F1hm1z3m9n!19sChIJteMImyH-dy4RrXEh28KESLU?authuser=0&hl=id&rclk=1,2026-07-17 15:11
